gene	logFC	fdr	betweenness	source_node_score	step_1	step_2	nbh_score	score
HEXA	1.9169922360817	3.13270346141192	1188.84666227614	7139.46195632647	5095887.29736003	66114003.7109813	1.42607120019642	23.974290126858
MYO18A	3.07289931820217	3.29684624944612	703.503929143676	7127.11148824044	619441.043811053	54375958.544344	1.18397686628343	23.9320127877186
XPNPEP2	13.2582517696547	5.98774902510706	89.6389092226674	7116.17162584279	140610.973423681	24639619.2298594	0.666886485121507	23.8935480605264
B3GNT8	6.26688674411653	4.32665084671036	260.07412951851	7051.8140123227	812710.652237698	50180463.2137256	1.12128433534063	23.6790041233293
PRSS36	6.40997749102432	5.2543207469553	209.351560908472	7050.97684190874	4637108.85361057	69048660.3258496	1.46160125390271	23.6773360240953
MICAL1	3.44684384861025	4.1396541186993	488.019831867757	6963.42874698464	3407509.47971557	62712774.3795059	1.35192325174308	23.3830402905804
ERMP1	2.85945267557245	4.49974383225724	540.875305976526	6959.33684280396	4287788.82696899	59628383.4461961	1.31932039397394	23.3691929752341
NRGN	2.56809906493144	3.25731083128099	831.267910712339	6953.63662297238	19381754.717101	57483250.3275474	1.50673882532581	23.3506847029196
CLEC17A	9.54903282035644	4.11437945536247	176.800269893971	6946.18990327056	2773992.69216981	55032370.3183098	1.22724553786061	23.3247452859909
STX7	2.01427741796231	3.90491160747058	872.47992437763	6862.55651681452	22526420.6579776	55057111.1124498	1.51686719451238	23.0449330847825
LRPAP1	2.46902666001322	3.93272667001242	704.689223822947	6842.537292485	4857075.95773489	72751478.2542301	1.51721943702989	22.9777232019813
BAIAP2-DT	3.44748768688963	5.49188236633684	358.528747977229	6788.09535674312	6066480.84134402	66753240.0376716	1.44921161577578	22.7947155428858
SIGLEC11	8.09997805804921	3.59287809273739	233.142331673757	6784.96262556046	401294.162684651	46086156.6684195	1.04902877039732	22.7828543982249
UBXN11	1.91902072330925	3.08219858781079	1139.47468672037	6739.76825369126	1161136.3491122	47777315.6936045	1.08856563601574	22.6312548897557
TMEM91	6.4764564633106	8.07402353648919	128.509407006739	6719.89335881137	502378.951059116	40237383.5209057	0.953931024144503	22.5640763730939
PHETA2	7.80061899225859	4.42509818964603	194.330657572585	6708.00377133403	4199638.18340813	66552351.4878236	1.41946246567743	22.5257220909973
HSD17B11	2.36101325678284	2.95965553042376	949.628035672456	6635.79743859984	2206102.80456664	63230377.7359962	1.34184156346408	22.2830412830481
STARD3	2.30711128124663	4.04920894313303	707.153703859728	6606.21267012091	4571483.16534656	65735894.3754174	1.41303406201281	22.1839545825555
DGAT1	2.09933941641578	3.47067682702128	904.248136437168	6588.46826681198	18242240.1642926	47109542.3307742	1.34059076567331	22.1241376174926
MGMT	13.4618367928632	7.31582032729519	66.7749671246139	6576.29118683756	13436.5524737296	507138.504162256	0.0413147526412776	22.0788930950956
PARP8	2.79834337662823	4.09993159079931	565.668775967747	6489.92715028803	2763777.05033287	68188445.9805354	1.42235383452836	21.79357745518
MARK2	2.28931473943606	3.72656979360364	755.558021837205	6445.8854695703	6405426.14058167	65822750.5920318	1.44072530502208	21.6457768477249
TMEM63A	3.20803042295136	4.78880637073702	418.235612649124	6425.20169975377	4911220.89397468	66949074.9683297	1.43543786288782	21.5763169347199
ITGB7	6.40332457707109	3.17107660024083	312.770977446444	6350.95004246549	1388239.04176758	61143940.9859555	1.29868781469122	21.3265707893266
BLVRB	3.48510715785412	4.02097040309485	451.622783384885	6328.82162563298	9387531.66647707	68600994.6134238	1.52256442872626	21.2530301035927
FNBP1	2.0653026443983	3.74635322646084	816.90019029191	6320.64532223373	2831437.22433322	56590715.5992937	1.25184988078403	21.224670709328
TNFRSF14	4.91801718739688	2.89290975894136	443.846791510183	6314.77692734043	1971234.63013394	58441261.3959953	1.26683761732111	21.2050189123994
ARSA	2.93330709592585	5.00961621946293	429.649663884113	6313.59130678076	1452725.21202756	57733881.4460587	1.24827489006961	21.2009760763578
LY75	13.9102435921412	7.76660651577374	58.2503147703097	6293.09538754836	362058.219099319	10143592.9651811	0.359507144455082	21.1291807075036
RIN3	2.46125304781405	3.03976912462728	840.747580285143	6290.17158634658	19351915.8074297	48401482.789662	1.37588393606281	21.1227768616474
GRK2	1.88039585401725	3.18590982645198	1047.48852102268	6275.26451337578	20518199.7356998	52748256.3103638	1.45560770449612	21.0729966143981
CHST11	2.90703441201856	2.97774137610901	724.73894819644	6273.62780361135	21049023.0358395	52772710.161913	1.46354263528362	21.0675282860526
MDH1	3.19724854420756	4.03799956171429	485.52847864229	6268.40970408378	1466868.07740536	46576888.4504316	1.07419909927122	21.0487022708066
CLMN	2.56514281914334	3.85123116510214	631.820894937628	6241.73206440738	4708912.73409263	69845447.5687413	1.47398638849006	20.9604789497557
TSPAN14	2.57830826022375	4.0983970727802	585.916429925544	6191.338502273	4883228.50964336	42611371.2126326	1.06534395535536	20.7899193797568
TTYH2	5.35861291781773	4.70939886006722	245.029541287841	6183.52766322231	480204.003351583	17362096.9831012	0.526424002424188	20.7618865154869
LRG1	6.56149116225445	3.9032121340283	241.230553871443	6178.12964344496	19958864.4028617	52990748.8842424	1.45107246796595	20.7468679489919
PDK4	4.67705004343916	3.85227765951244	341.167315812633	6146.91230803438	25408944.9405801	51786915.6195029	1.51140585009374	20.6422637312485
PIK3R6	10.3735072621189	3.97165562133719	148.975163329178	6137.77649535705	22493327.3022014	55420457.2699205	1.52151362900226	20.611625763533
ZYX	2.74644400176336	3.02516629623795	737.952933238643	6131.24492171053	21774211.8006554	55815889.0222854	1.51695967056525	20.5896818513889
MARCO	8.17772333232733	4.42865895440924	168.674830899137	6108.78631773848	10539105.6968019	61993511.744116	1.44509524106869	20.5140397205964
MPV17	1.95880739296989	3.53059496942169	873.904400412133	6043.70918781891	1865425.45268447	66763549.4604476	1.38866350977756	20.2953651106607
SGK3	2.93753346193101	3.50519427777295	586.366947078209	6037.60084881077	4024577.64897938	56734424.8575383	1.27206532429492	20.2744659662229
AGO4	2.16746896356204	3.66048438255311	755.167912782794	5991.49186726124	3650701.17947812	67579905.6060128	1.42636990218923	20.1201811273966
NAPRT	2.86404987471157	3.17651107278961	656.245287946533	5970.31366061969	21281407.3875291	54078861.2135733	1.48544165236532	20.0492773035077
RCBTB2	2.75368901610656	3.18267832984242	679.654076419458	5956.56061285562	494491.876989141	67161877.0554951	1.37446489148823	20.0027312513912
TOR2A	2.24864876957647	3.3699077689735	780.876429567454	5917.27774194248	21272035.1033764	53707507.3106089	1.48003426747081	19.8712002723564
OSBPL1A	2.34455549779543	4.11336125775749	613.018837019401	5911.95596382902	26128212.2612713	53215634.7632232	1.54157042875103	19.8535399244819
GALNT6	4.04229244778244	4.24309319442145	341.474692127378	5856.91367471223	2149466.30667419	65723166.5236004	1.37762694030563	19.6681945959756
CH17-340M24.3	3.87640625176916	3.62376280000632	415.38273232788	5834.95466940872	6519016.39366702	63150246.6905769	1.40378798381411	19.5945588843428
DTX4	6.54382540239076	4.37772476906668	203.076851435552	5817.55607753284	21841602.3875383	55663128.4786944	1.51575770125081	19.536522055682
TREML2	7.90233769064395	4.01043473801731	183.055184746397	5801.35005873154	752453.703858746	39250045.9647808	0.941469193807613	19.4801850911074
CD1C	13.2522124799733	5.1147435031494	85.0097103022234	5762.09993364382	3190488.26603876	52831363.7900299	1.19984705862705	19.3492770784245
ARHGAP10	2.06715016463065	3.27441018902109	836.994188359807	5665.360521576	10620370.8841619	65290265.4646274	1.49324492871454	19.0254763526545
SIL1	2.01191421860177	3.403172648124	826.566134318016	5659.40858892631	12158925.9475475	66571430.4500392	1.53297864980017	19.0056271725727
IFNLR1	4.28062269283767	4.36195205106897	302.355941288042	5645.55111212316	816075.966294279	64514089.8521671	1.34027146376973	18.9584561224185
SIGLEC1	6.40664549545079	2.86635275486137	306.732249598982	5632.74084171241	27682225.0040905	49279080.9070817	1.5080978178496	18.9160113143555
PHOSPHO1	7.81500527082387	7.60477973848985	94.1111853870162	5593.15891405062	388931.581885444	28839644.6729564	0.751069469786211	18.7805802823793
CYP27B1	3.39331681587502	3.41208055367189	482.536008838649	5586.93234941712	5036919.04603753	68670721.4730728	1.4619136145491	18.7620622097326
SOWAHD	4.12000603928217	3.21055924463619	420.047462795966	5556.18767574515	2905445.42147097	64757718.0848545	1.3745642796751	18.6585490525574
SH3BGRL	3.15540634093829	4.4431772892325	394.52882670453	5531.30590434126	3945581.49764633	64630868.2529607	1.38789816496561	18.5750575969045
NINJ2	8.72191432433275	5.2391205584126	120.937098733089	5526.24015458802	194806.278682978	13040290.4656479	0.4245511603362	18.5548159526834
ADCY7	3.95134188239209	4.74351900215639	293.077520882223	5493.22972828302	997909.318090979	50445070.8696966	1.1283972627326	18.4463522260715
MYO1G	6.48706320241085	3.46363235697612	243.831745856648	5478.60722131284	1618767.50876232	63544241.7775221	1.33780137967345	18.3979627389237
INPP5D	7.51970292948335	7.22778095413882	99.4805915687596	5406.84631554563	212844.670617694	41454421.0565596	0.969519176896138	18.1558015297937
PTK2B	3.77351472151638	4.23089686702845	338.198667970823	5399.46064918531	6318464.98724026	68414109.8089255	1.47652252095275	18.132707614555
DOCK2	4.12305692203973	4.21182568905881	306.865653565472	5328.9052918928	2864546.15851808	67567560.7436058	1.41483860126137	17.8956231752815
TMEM266	5.63530892794625	4.06559883523844	232.237578702321	5320.77319914794	472943.053151076	24035187.4665832	0.661605700242174	17.8657922391171
ENSG00000233609	8.70354517606808	3.29647624696763	185.394119216834	5319.14822465289	1039426.03283762	63625683.1674364	1.33043333621325	17.8625821422615
